"";"baseMean";"log2FoldChange";"lfcSE";"pvalue";"padj"
"Gramd1b";1150,66272217164;-0,0154721730792654;0,0351048917098826;0,126372665431611;0,843707873654371
"Minar1";1296,47449541771;0,00749156328909967;0,0324049299983164;0,126939240336712;0,843707873654371
"Mre11a";423,061369603589;0,016671305941914;0,0356652484281131;0,12670014616407;0,843707873654371
"Rnf7";703,600899346778;-0,0124233366277829;0,0339453441820334;0,124999523405099;0,843707873654371
"Coro2b";23,1788844626253;0,00366061181950801;0,0316941564957538;0,128682061141718;0,843707873654371
"Scap";1641,29360111734;-0,0211404742864462;0,0371478182759076;0,126026250758914;0,843707873654371
"Rp9";385,5739396618;0,0150011531153792;0,0349588182607347;0,124013212223599;0,843707873654371
"Pdcd7";436,244016457177;-0,00774093295601064;0,0324818959790034;0,117969441077292;0,843707873654371
"Clasp2";5181,84106624467;0,0164601342643926;0,0348100210347045;0,12877541897282;0,843707873654371
"Tmppe";484,670674575577;-0,0102223984693968;0,0331794081892646;0,125061980590313;0,843707873654371
"Trak1";2764,62677297454;0,0177528524880997;0,0362348359032055;0,119954676351538;0,843707873654371
"Mmp12";122,395174362527;0,0063252983893211;0,0321456903136253;0,123068956023918;0,843707873654371
"Psmb3";642,610857102374;-0,0207581674813204;0,0371534803309195;0,126796850333053;0,843707873654371
"Unc13d";812,789885683556;-0,0108042310242917;0,0333789107920826;0,122293631221191;0,843707873654371
"Bltp2";4136,04697861244;0,0188663788521633;0,0357285537536634;0,120860864620542;0,843707873654371
"Tmem101";233,633196406334;-0,00973232157692277;0,0330163439549606;0,128214309072402;0,843707873654371
"Hgs";1189,94693364788;-0,0156424270062225;0,0354123654826631;0,118806778831153;0,843707873654371
"Zcchc10";54,8594868559771;-0,00732587850221774;0,0323555810732332;0,130294809688187;0,843707873654371
"Mapt";27,4069383747462;0,00351745599834268;0,0316781933458422;0,126026711210027;0,843707873654371
"Tanc2";13169,038081744;0,0134297893272913;0,0343374766750674;0,121252045746323;0,843707873654371
"Limd2";2464,26329836017;-0,0165093097586731;0,0355364051981035;0,123015442667304;0,843707873654371
"Smg8";398,139165080852;-0,0165988485291734;0,0354657944746675;0,128980070965388;0,843707873654371
"Dlg4";710,251317845271;-0,0213975576745892;0,0375694967855478;0,121161850744821;0,843707873654371
"Abca9";12799,8685551322;0,0154940157765658;0,0351324866621558;0,127116496489816;0,843707873654371
"Cox11";101,838978625546;-0,00907532144710093;0,0328166372293548;0,129420764525347;0,843707873654371
"Xaf1";457,690048094851;0,0111375093537355;0,033445242448779;0,129688996658642;0,843707873654371
"Cyb5d2";364,973727727723;-0,0153040364418429;0,035049404120678;0,130083535904116;0,843707873654371
"Gm26064";10,5126340034932;0,00303181910921703;0,0316254607602648;0,122122433443475;0,843707873654371
"Ocln";112,674620451507;-0,00788812703074146;0,0324959336348049;0,12913363484639;0,843707873654371
"Sox4";1895,12822569953;-0,00835821838218278;0,0326091093065643;0,129921815919131;0,843707873654371
"Gm8185";42,3089998603176;0,00463964140412084;0,0318358002894368;0,121429079086708;0,843707873654371
"Parp8";1558,98506228677;0,0111418453530695;0,0335626641338202;0,118466007543627;0,843707873654371
"Zbed3";365,233026307993;-0,0145552591779072;0,0348442080618887;0,118773694839163;0,843707873654371
"H2ac10";74,0747665841208;0,0035346418353081;0,0316821320084564;0,122292842636753;0,843707873654371
"Kidins220";2659,38232294153;0,0141160983694337;0,0336215745286092;0,119234259932062;0,843707873654371
"Esyt2";930,989752595726;0,0213015482131948;0,0373206245137154;0,125070697148773;0,843707873654371
"Gon7";56,8298730579246;0,00628359403249742;0,0321294878002718;0,12741845845512;0,843707873654371
"Strn3";1140,0609460018;0,0211461330770556;0,0373888958519962;0,124144444093357;0,843707873654371
"Setd3";2382,0200942823;0,0210447320199304;0,0378957720463899;0,123908274370656;0,843707873654371
"Max";1000,17954170064;-0,0137151272751599;0,0334957732587457;0,118392903658922;0,843707873654371
"Selenoo";653,792496725661;-0,0117086032765575;0,0336553602162705;0,129326571458891;0,843707873654371
"Trps1";654,83186918345;0,00726273739209047;0,0323446521841727;0,128560716422181;0,843707873654371
"Adsl";486,989774985698;-0,0123118494704398;0,0339049040575512;0,125722251352516;0,843707873654371
"Ppm1f";1338,8270585684;-0,0152984964987839;0,0351415943562338;0,1238986829563;0,843707873654371
"Eif2b5";636,564068014973;-0,0150588980668117;0,0349100922637679;0,128958418462631;0,843707873654371
"Mx1";407,411816671709;0,0103579114415304;0,0332558732891504;0,119832153913279;0,843707873654371
"Usp25";1703,36107653319;0,0213981134957689;0,037376930421107;0,127785433878008;0,843707873654371
"Mir99ahg";1162,14910089237;0,0082506712833714;0,0326090363028146;0,122141934019701;0,843707873654371
"Psmd2";2143,93782892197;-0,0181434526479829;0,036369775227952;0,119535044352345;0,843707873654371
"Mylk";49,160368971435;0,00470423939160967;0,0318401975966684;0,128677943505351;0,843707873654371
"Tbc1d5";2427,40412581724;0,0114570432055994;0,0335626276852359;0,130375974774986;0,843707873654371
"Rnps1";780,882275990109;-0,0142662893435589;0,0346431693930936;0,125247296199104;0,843707873654371
"Tap2";2051,21645759293;-0,00951250481442528;0,0329507310525172;0,121310854948242;0,843707873654371
"E4f1";747,631220167098;-0,0140210754201877;0,0342796264366863;0,122773616526501;0,843707873654371
"Dus3l";1019,53556267336;-0,0130416595549375;0,0341619821294051;0,127697203192869;0,843707873654371
"Eme2";605,332954779101;-0,0143539806840733;0,0347683648018465;0,121995041134194;0,843707873654371
"Abhd16a";1074,56166445275;-0,0196431440174856;0,0371872709148804;0,118415592261383;0,843707873654371
"Haghl";441,700801834099;-0,0121002338731273;0,033839701654693;0,123055950643944;0,843707873654371
"Slc35b2";1561,3712875092;-0,0125612869171381;0,0340695101940152;0,120488507241493;0,843707873654371
"Zfand3";1723,59546253904;-0,0232842961738731;0,0371679207411337;0,124410677465027;0,843707873654371
"Gm18665";28,4864394286897;0,00348274649289307;0,0316738296198991;0,126990492311777;0,843707873654371
"Iws1";933,215106248057;0,0155422428376069;0,0352180843804305;0,120914232495779;0,843707873654371
"Nars";2493,41037491351;-0,0164544742843572;0,0355373814456745;0,125443884600769;0,843707873654371
"Dnd1";34,5110151937026;-0,00405531287386389;0,0317483797730944;0,122362263975315;0,843707873654371
"Hars";451,069202772132;-0,0117047300743321;0,0336732960191882;0,128431657463537;0,843707873654371
"Elac1";511,34113479389;-0,017360877099751;0,0359946004758214;0,120430531400138;0,843707873654371
"Brms1";15,7810047043362;-0,0035447473589888;0,0316800362214816;0,127251682783527;0,843707873654371
"Trub1";252,956657226301;-0,0111794830159058;0,0334736489283837;0,128878939638925;0,843707873654371
"Ppp6r3";2466,733469602;0,0231863478721563;0,037992285617112;0,122530664068255;0,843707873654371
"Taf6l";437,620249712522;-0,0102789663626118;0,0331908239273523;0,124294038342918;0,843707873654371
"Ahnak";993,555803396297;0,00405705176830634;0,0317506406582728;0,121963561318848;0,843707873654371
"Fads3";145,981041594978;0,00792051100988842;0,032506243732898;0,12840589168568;0,843707873654371
"Gm24336";31,1279243107467;-0,00392805561397809;0,0317290679929671;0,126264595006081;0,843707873654371
"Gda";184,959743153598;-0,00405801546292943;0,0317516113665245;0,118528639184815;0,843707873654371
"Dnajc4";203,338380362662;-0,0134605084807838;0,0343673682512646;0,121855124435209;0,843707873654371
"Ppip5k2";1150,79741608158;0,0146081142392032;0,0347741662245115;0,131386430536955;0,845429009517477
"Dnajc1";1228,12855933908;0,0216981082675446;0,037393622095756;0,131148126076124;0,845429009517477
"Mal";46,0690493985005;0,00275545638030266;0,0315963262353604;0,131538436270988;0,845429009517477
"Ino80";1151,29309122092;0,0177419685995065;0,0357878213654209;0,131785521576303;0,845429009517477
"Gm12522";26,0588027391186;0,0047458910952367;0,0318299204146106;0,131058570281942;0,845429009517477
"Marcksl1";415,801012704372;0,0112676253521294;0,0334960096751375;0,131579148627552;0,845429009517477
"Git2";6310,52769544151;0,0163669000854883;0,0352330207947639;0,131909959508113;0,845429009517477
"Cped1";18,0842961016666;0,00334772172765545;0,0316557447744141;0,131871541968184;0,845429009517477
"Crebl2";293,308413133927;-0,0128987420197608;0,034074269829702;0,131751647923047;0,845429009517477
"Shprh";1176,46874133426;0,0172494413569218;0,0357555773018622;0,131816718332209;0,845429009517477
"Frg1";349,872363664125;-0,0135227436711201;0,0342859347980024;0,131208853539429;0,845429009517477
"Msra";212,024311374327;-0,0099672638760896;0,0330809978637052;0,131181644207681;0,845429009517477
"Pdcd6ip";3226,97389139886;0,0196135585944484;0,0358717058299901;0,131709417900098;0,845429009517477
"Psmc5";542,877144121133;-0,0133123563264614;0,0342293672822972;0,130908954241536;0,845429009517477
"Gpaa1";964,032486237449;-0,0191260307041592;0,0363315890055427;0,131336812409969;0,845429009517477
"Cryzl1";386,356780255443;-0,0145220637591789;0,0347082401626315;0,131648770369469;0,845429009517477
"Eif2ak2";1018,44813705597;0,0122324739711545;0,0337452976799616;0,130853977680325;0,845429009517477
"Arhgap31";2463,77204644589;0,0161567016987958;0,0347649215506263;0,131986853571002;0,845492650019012
"Ppp1r9a";3534,22768276728;0,0134866284359906;0,0340508131301949;0,132449046221435;0,846635173180107
"Chd2";2663,80188147265;0,0148635319921538;0,0348868083637348;0,132902812707348;0,846635173180107
"Dgka";487,872748066556;0,0165729064558164;0,0352686728266133;0,132670631087141;0,846635173180107
"Bckdhb";182,431646190036;0,0104331509938192;0,0332162824022901;0,132843208911419;0,846635173180107
"Ccdc71";505,608642325865;-0,0161501160741202;0,0354224623123503;0,132810349755244;0,846635173180107
"Nudt16";256,917852117687;-0,00960565876278436;0,0329711519131758;0,13267589624435;0,846635173180107
"Pclaf";23,933501189377;0,00437890491779733;0,0317878628922923;0,132423436472723;0,846635173180107
"Bdp1";1174,71334431328;0,0135208233257326;0,0343073705119132;0,132568250788735;0,846635173180107
"Atxn7l1";901,898698597645;0,0137441036036153;0,0345572537702246;0,132346506337131;0,846635173180107
"Actr10";559,194342466449;-0,0180136599498574;0,0360271861152139;0,132700365183416;0,846635173180107
"Poll";240,746495852962;-0,0112826554285617;0,0335931412405395;0,132831248081775;0,846635173180107
"Gm527";19,1376793300407;-0,00227188556190479;0,0315547360009763;0,13303866320596;0,847073203045111
"Eno3";378,84731357898;-0,0114090454465468;0,0335292217681851;0,133107802963826;0,847086250111526
"Chchd7";130,786105639668;-0,00864439287383673;0,0326824672738803;0,133285446904723;0,847362564259333
"Syvn1";1361,68737398833;-0,0194083235843023;0,0365990950196927;0,133272532806463;0,847362564259333
"Ppp1r15b";2930,25778927779;-0,0173045764281267;0,0346035167198928;0,133400324130763;0,847666075729749
"Gm16537";11,0763682073682;-0,00281556204098633;0,0316005540277519;0,133493332428113;0,847830389958428
"Gpr37";22,2664250319045;0,00296710023493744;0,031615510747871;0,133628075741067;0,848259469234142
"Pid1";770,981078128444;0,0106542091998218;0,0332540022547879;0,139311999084737;0,848282590146447
"Stat1";839,624670976856;0,0143872515272205;0,0345462855813095;0,136758791573232;0,848282590146447
"Ramp1";1236,49428893316;0,00922028731502533;0,0328316014203669;0,138307468486202;0,848282590146447
"Mrpl30";348,811009731653;0,0100948435622793;0,0331024755782883;0,134321353195338;0,848282590146447
"Ddx59";138,55575120752;0,00951207780332994;0,0329225134295901;0,135358947698847;0,848282590146447
"Dcaf8";2592,77094620995;0,027752205411461;0,0384179837434177;0,133836626939804;0,848282590146447
"Cdc73";919,313527398671;0,0118877277771442;0,0336835583548411;0,139852429833067;0,848282590146447
"Ppox";1133,34776824313;-0,0144698012483832;0,0346285421710557;0,138269115775813;0,848282590146447
"Cobll1";13,5646536632696;0,00267626834022613;0,0315863487932352;0,140137824811997;0,848282590146447
"Dhrs9";29,4130516144268;-0,00249484790371846;0,0315718763073759;0,135456109345462;0,848282590146447
"Prrc2b";3942,49848708737;0,018270715548642;0,0364861854643262;0,136787625288466;0,848282590146447
"Itpa";175,499059558618;-0,00945414598303657;0,0328917314386516;0,137743607573121;0,848282590146447
"Ndufa8";469,636565917895;-0,00697879109201795;0,0322614283085923;0,136645879111945;0,848282590146447
"Gm16523";36,4073956426531;0,00469100963065241;0,0318310988671779;0,136906603572703;0,848282590146447
"Ap5s1";249,061124494846;-0,0102932334606545;0,0331515906440796;0,136625955741225;0,848282590146447
"Map3k15";113,727798517171;-0,00708154065401778;0,0322960625925226;0,135948068246582;0,848282590146447
"Tasl";467,706971173812;0,0123156227601631;0,034110828100352;0,137943482744513;0,848282590146447
"Usp9x";4411,57829306624;0,0111552480033197;0,033166578813517;0,13811290832531;0,848282590146447
"Rtl5";135,527555378145;0,00750458361559917;0,032386459720029;0,135523743722829;0,848282590146447
"Abhd18";160,667355366637;0,00689845235207318;0,0322546278736439;0,13499617563257;0,848282590146447
"Wars2";230,273876405898;0,0122315208217339;0,0337884084314756;0,136961580099347;0,848282590146447
"Prmt6";286,997878846568;-0,00993092290424348;0,0330183377959381;0,140097652638188;0,848282590146447
"Zfp46";317,689023153392;-0,0126966670641142;0,0339207287497557;0,139778572323423;0,848282590146447
"Plaa";724,36797294228;-0,0187103335556228;0,035981607946457;0,140215885128753;0,848282590146447
"Ube2j2";574,558237009639;-0,0149528883649044;0,0347534847991338;0,136268658091504;0,848282590146447
"Rims3";116,732749774462;-0,00634782177537521;0,0321254684432297;0,137042834142106;0,848282590146447
"Sf3a3";498,385880760839;-0,0153410238566316;0,0348771447446715;0,13894508969304;0,848282590146447
"Trim62";162,034021720852;-0,0106727960642164;0,033250637058781;0,139383213744369;0,848282590146447
"Aimp2";143,086702364928;-0,0106690578604625;0,0332534716847358;0,138626889372083;0,848282590146447
"Steap4";10,738476993026;-0,0018644910590511;0,0315255101776569;0,140178862297515;0,848282590146447
"Slain2";1290,20495469881;0,0152809360013634;0,0348947616282134;0,137606497846628;0,848282590146447
"Gm17936";12,7553756127882;0,00303696619280245;0,0316220697928003;0,134136154389484;0,848282590146447
"Lnx2";266,009067753563;0,0133458574430127;0,0341857474403768;0,137200797467031;0,848282590146447
"Clock";1004,92151623228;0,0099873035600232;0,0330506690234654;0,138787466901813;0,848282590146447
"Hscb";231,323312333908;0,0134614907974719;0,0343281794616125;0,135145808830692;0,848282590146447
"Chek2";194,573514708399;0,0118193740720876;0,0336323395281905;0,139180727683503;0,848282590146447
"Hgf";116,594384620869;0,00818797634449777;0,0325605244600762;0,134110198054409;0,848282590146447
"D5Ertd579e";1252,29422370567;0,0161248680292444;0,0349214540364933;0,139612613254166;0,848282590146447
"Uso1";1612,89982852027;0,0204632570877093;0,0367876174013433;0,136553750009718;0,848282590146447
"Tmem116";44,2435706636606;-0,00628034838504382;0,0321104168593152;0,138249573168763;0,848282590146447
"Mblac1";72,4854981231854;-0,0070149303496689;0,0322665964209392;0,138711382550061;0,848282590146447
"Ndufa4";383,659652369209;-0,0119227916829709;0,0336826161358192;0,138209957253285;0,848282590146447
"Kcna6";11,6713168599861;0,00253573575313071;0,0315752441456673;0,135855366437768;0,848282590146447
"Gcc1";438,023534791557;-0,0123030482282889;0,0337994863242853;0,138666779375152;0,848282590146447
"Selenos";744,695296316326;-0,0108036240926159;0,0332696576561885;0,134979300535935;0,848282590146447
"Nr1h2";1600,85640411781;-0,0168198231088163;0,0354427018899813;0,13568489724153;0,848282590146447
"Psmc4";706,991060481731;-0,0126968168464177;0,0337861335237997;0,1381701276823;0,848282590146447
"Tbc1d17";1817,26097170442;-0,0103049227614167;0,0331578833157983;0,1394148095041;0,848282590146447
"Plekhg2";666,841766994597;0,0155148726881344;0,035014761385198;0,136406535376374;0,848282590146447
"Ndufa3";520,357658357123;0,0118636205446809;0,0336778107530272;0,134396586396372;0,848282590146447
"Fes";5490,95556247506;-0,0209364638205815;0,0372407908356633;0,137066458130463;0,848282590146447
"Usp31";645,497029459389;0,0135086333924293;0,0342486576596523;0,137558293248981;0,848282590146447
"Wif1";24,9226171086647;0,00265969548169748;0,0315862462650423;0,135529083555069;0,848282590146447
"Gm24119";30,7163059311945;-0,00511454286865212;0,0319027847170332;0,136476691993033;0,848282590146447
"Cd24a";74,851282992577;-0,0034409066051734;0,0316655026146743;0,133940102005146;0,848282590146447
"Atp2b1";3712,57468269206;0,0180197246389516;0,0344216556870467;0,137923343605536;0,848282590146447
"Shmt2";512,333707207873;-0,0189718431405674;0,03692422113762;0,139439609352069;0,848282590146447
"Ranbp2";3496,30225558489;0,0136108981845979;0,0343055803770576;0,139025287263872;0,848282590146447
"Cog8";730,503433223046;-0,0116628649209687;0,0335562315830272;0,139544045321171;0,848282590146447
"Rfx1";692,320914866843;0,0202523735041591;0,036512755409497;0,139844780354175;0,848282590146447
"Naf1";270,664700087374;-0,0129741037136865;0,0340404344837929;0,137324827364837;0,848282590146447
"Tacc1";6974,62878257898;0,0291738038146513;0,0358716374522219;0,134869789079099;0,848282590146447
"Klf2";2020,92977849178;-0,00351635112603181;0,0316712318677743;0,139126365139195;0,848282590146447
"Ddx49";611,126716132824;-0,0115006881155122;0,0335475983940097;0,134811059692503;0,848282590146447
"Comp";85,3717019729911;-0,00583320598522572;0,0320238853538397;0,138000551043902;0,848282590146447
"Tasor";2376,98124370237;0,0159934899028237;0,0352469500233033;0,135322796455871;0,848282590146447
"Sfmbt1";1503,69259065417;0,015481370045292;0,0349358639984202;0,138687988657751;0,848282590146447
"Tmem115";722,56279481756;-0,0102645802787653;0,0331314989054061;0,138274119402804;0,848282590146447
"Adpgk";712,272831424604;-0,00986127495011327;0,033031643055387;0,134585573336306;0,848282590146447
"Rnf214";702,458301631772;0,0193502517487963;0,0363927300391597;0,135133796996683;0,848282590146447
"Nphp3";284,004630814301;0,0104252638304699;0,0331902765906845;0,137921261750564;0,848282590146447
"Aqp9";15,046009555711;-0,00224580881685148;0,0315522271399754;0,135287036096123;0,848282590146447
"Ulk4";177,535999172683;0,00845848743722797;0,032630256737259;0,134656293283554;0,848282590146447
"Slc44a2";5342,69255131047;-0,0205718314340533;0,0370194144369056;0,138150880503909;0,848282590146447
"Qtrt1";240,23619974271;-0,00846324239446992;0,0326295863276627;0,134171778793894;0,848282590146447
"Hrob";7,60102155987967;0,00242645679594427;0,0315664627393931;0,134139295304947;0,848282590146447
"Jade2";3741,87765146962;-0,0187409130492295;0,0356688512018716;0,137459331682906;0,848282590146447
"Itga2b";10,8145280965341;0,00311974024421174;0,0316282237811449;0,139832363487277;0,848282590146447
"Prr11";50,1212667724028;0,00479282788207111;0,0318462196756022;0,137874276748066;0,848282590146447
"Mtfp1";72,2113200325478;-0,00580313139171273;0,0320096939303293;0,139024950313241;0,848282590146447
"Rpl23a.ps2";19,7182183843322;0,00381998553527096;0,031710739236541;0,134354127791099;0,848282590146447
"Ube2z";1651,14639790135;-0,016355509892566;0,0349089057432069;0,139724064729289;0,848282590146447
"Cenpp";18,5023562989264;0,00327817319280455;0,031645458533645;0,139122152521258;0,848282590146447
"Arg2";17,3918137250198;-0,00237512636331674;0,0315621379448665;0,134454088502546;0,848282590146447
"Adam4";81,5576146810112;0,00515151411115212;0,0319045871888291;0,137594774282325;0,848282590146447
"Rhob";33189,5144511534;-0,0114378566739973;0,0334909054693244;0,140213191771887;0,848282590146447
"Atpsckmt";306,993223870141;0,0134196019586947;0,0336411503338223;0,139445460689441;0,848282590146447
"Scaf11";3297,00794011731;0,0134771379865244;0,0342145633025984;0,13730638225843;0,848282590146447
"Tuba1b";2048,63292608304;0,0115498035021228;0,0335433937905134;0,138557569111093;0,848282590146447
"Faim2";9,92766072007582;0,0028127386940673;0,0315997536002496;0,135527233278678;0,848282590146447
"Slc39a4";273,114729844923;-0,00952244728996339;0,0329008766031766;0,140088899768068;0,848282590146447
"Tnk2";63,1281685889722;0,00646807452167818;0,0321526051455351;0,136542131529947;0,848282590146447
"Ift140";667,775824507274;0,0171092578004662;0,0355606002533708;0,136865339098227;0,848282590146447
"Rgmb";2616,20827536465;-0,0194335100392252;0,0366074446250846;0,1401906357438;0,848282590146447
"Mir5107";29,2553235358918;0,00388360352049269;0,0317166532988816;0,138547053526033;0,848282590146447
"Polr2d";134,578989126264;-0,00845877882014594;0,0326152025911658;0,138737381018699;0,848282590146447
"Ctsw";17,698934002065;-0,00302373698479614;0,0316189046585945;0,139337808673771;0,848282590146447
"Map3k11";2129,68343544908;-0,0105550230881168;0,033242317328605;0,134235880566053;0,848282590146447
"Mrpl44";213,415726367215;-0,012078283476722;0,033697549384816;0,141280746469458;0,848780330323493
"Nfasc";32,1992407537369;0,00312027088718914;0,0316285600420731;0,140659518969882;0,848780330323493
"Tada1";495,822048619306;-0,0154058269675407;0,0348866933758768;0,14185798784893;0,848780330323493
"Slc25a25";2147,89670245518;0,0100878319663399;0,0330569083413876;0,14345772413356;0,848780330323493
"Pmpca";1113,9870639071;-0,0216608278306819;0,0364067448965795;0,141837606460485;0,848780330323493
"Cst7";14444,7155065463;0,00664649903000103;0,0321801505278623;0,143195134823997;0,848780330323493
"Tanc1";61,8339368453443;-0,00673157562349381;0,0322005315020564;0,140848089447667;0,848780330323493
"X4930577N17Rik";24,3144144444457;-0,00334998993091636;0,0316513205451782;0,142846939384022;0,848780330323493
"Fgr";692,501512035383;-0,00772274688774628;0,032415622305128;0,141363230887443;0,848780330323493
"Atpaf1";332,785048478224;-0,0158794828831067;0,0350355522500214;0,14098986922427;0,848780330323493
"Srpk2";1162,07170860711;0,0179125196184458;0,0357897984512758;0,143374163255168;0,848780330323493
"Cd38";83,0496336034169;0,00628557558709266;0,0321086244628449;0,140962320812361;0,848780330323493
"Slc4a4";47,6942111837548;-0,00354957200883646;0,0316734369606285;0,143448895966935;0,848780330323493
"Dnajc30";234,533922559935;-0,0126410954724491;0,0339767007434989;0,141553341002939;0,848780330323493
"Plac8";88,6627744890218;-0,00213223568059096;0,0315430886926743;0,142135164458034;0,848780330323493
"Eif2ak3";1232,07965229131;-0,016915091049245;0,0354385985839127;0,142470123373939;0,848780330323493
"Tmem43";1050,52670775264;-0,017690775087966;0,0356810364991037;0,143294889522363;0,848780330323493
"Klrb1c";26,8946564233426;0,0040813895428283;0,0317395799786956;0,14277267073561;0,848780330323493
"Umad1";99,8685799814059;0,00875103232567844;0,0326784720364911;0,143273680365671;0,848780330323493
"Gvin1";152,339021763912;0,00536124887204969;0,0319373046602756;0,140681005820427;0,848780330323493
"Fiz1";545,267009506296;-0,0144268512035059;0,0343142209398895;0,141652990100203;0,848780330323493
"Eef1akmt2";111,664604356819;-0,00984936538233938;0,0329867293502289;0,143313480532978;0,848780330323493
"Bet1l";267,198392312073;-0,00841402454343872;0,0325929779200256;0,141864235979263;0,848780330323493
"Hivep2";279,602637622669;0,009334252250689;0,0328446522378374;0,143209538895177;0,848780330323493
"Crnde";16,8838341587793;0,00391380509975948;0,0317188825704213;0,140741777240209;0,848780330323493
"Eps15l1";1502,18738138143;0,0174220901059757;0,0344349767770954;0,140718245858952;0,848780330323493
"Tusc2";333,422155806722;-0,010530395099025;0,0331905474192188;0,142081358906376;0,848780330323493
"Fem1al";29,6995207467877;0,00373632480859714;0,0316971098064412;0,140685718497135;0,848780330323493
"Retreg3";1251,62222686222;-0,0132515363895026;0,0340751005083041;0,143096994629283;0,848780330323493
"Pycr1";11,5952389406009;-0,00297905323263643;0,0316129397304427;0,142705824934775;0,848780330323493
"Cd68";13369,188596329;0,00233023470355307;0,0312453257672507;0,140940258796418;0,848780330323493
"Spag9";3262,59610177312;0,0171658157740834;0,0356939875567109;0,143399230782398;0,848780330323493
"Gm18990";39,0853608070767;0,00509457280577066;0,0318906919747109;0,141468982607005;0,848780330323493
"Pde4d";143,289994689118;0,00826734402981643;0,0325544617316802;0,14330204197515;0,848780330323493
"Ercc6l2";409,000500447908;0,00955278691222929;0,0329053320953914;0,142442352188682;0,848780330323493
"Smoc1";18,6348545037021;-0,0027725472041624;0,0315939166628844;0,142324184466485;0,848780330323493
"Nipbl";3589,56933250781;0,0110754438021666;0,0335042693446305;0,141921744359487;0,848780330323493
"Zbed4";169,1203254915;-0,0112024525802485;0,0334110297414498;0,143390165752919;0,848780330323493
"Otulinl";3242,6224477802;-0,0119381077057669;0,0336399131056789;0,141639797853666;0,848780330323493
"Smarcd1";672,929765679236;-0,0144608454900967;0,0345144249465793;0,142869901970006;0,848780330323493
"C030006K11Rik";195,421494134657;-0,00969617350958607;0,0329508022835724;0,140605387128103;0,848780330323493
"Pick1";293,765816066503;0,0112710000736969;0,0334515876350385;0,143033858396077;0,848780330323493
"Tedc2";106,930114885026;-0,00713125188777053;0,0322851409177162;0,141091443876981;0,848780330323493
"Tnfsf9";330,562256621926;0,00296429218702364;0,0316131389203591;0,142029942741119;0,848780330323493
"Vegfa";519,292623855576;0,00579844959837835;0,0320131196919905;0,142614117758271;0,848780330323493
"Bysl";247,000843349016;-0,009700715888999;0,0329484179797351;0,141467546184491;0,848780330323493
"Lzts2";354,128484461479;-0,00942285117841296;0,0328699724838625;0,141786234078041;0,848780330323493
"Eny2";263,971984194583;-0,0107466356801016;0,0331747020634844;0,143527810997153;0,848797256042178
"Coq8a";223,0973293058;-0,0107488615130612;0,0332439895120759;0,145526010150612;0,848936227716057
"Ubr3";2118,09438033656;0,0149182838327072;0,0347183936767602;0,145476717592265;0,848936227716057
"Commd3";585,112112062125;-0,0156341250957819;0,0348007311311697;0,144843593532207;0,848936227716057
"Src";1289,56148752339;-0,0109313112681367;0,0336088008472523;0,145266424001034;0,848936227716057
"Nup35";149,893262802974;-0,0101192229060206;0,0330588939379031;0,144250289571785;0,848936227716057
"Slc24a3";724,024560941665;-0,0155003416632743;0,0348199798801694;0,145770136360559;0,848936227716057
"Nop56";919,54825385862;-0,0127200349263945;0,0338798552974789;0,145704788530696;0,848936227716057
"Porcn";130,014042593767;-0,00769490102580412;0,032403872039933;0,145564149849205;0,848936227716057
"Hspa4l";199,586727676647;0,00878480412310669;0,0326896164428635;0,14369620045716;0,848936227716057
"Psrc1";22,6285431293412;0,00393805033850074;0,0317197338648782;0,145087915470107;0,848936227716057
"Arid1a";8019,96578455693;0,0167793989425204;0,0352404852200467;0,145385831484646;0,848936227716057
"Fhl3";482,836246726365;-0,0100901402612255;0,0330418705196485;0,145752605647109;0,848936227716057
"Glipr2";55,9422921164226;-0,00410192815284245;0,0317377146775567;0,14530792010423;0,848936227716057
"Kctd7";89,7402650329519;-0,0091440103520899;0,0327774385368988;0,144924673697732;0,848936227716057
"Podxl2";21,4182895799384;-0,00302140036315124;0,0316169698236447;0,143705680339917;0,848936227716057
"Zc3h4";2267,04177418951;0,021469285422079;0,0363592254988902;0,144598509583833;0,848936227716057
"Zfp629";941,212074662205;-0,0162171808005297;0,0349063954132867;0,145222429931211;0,848936227716057
"Zfp296";14,2506580424093;-0,00352122791143439;0,0316688757936589;0,145338157104637;0,848936227716057
"Tomm40";689,134967875757;-0,0103476411062507;0,0331238549889997;0,144741272210645;0,848936227716057
"Ssbp4";2047,65360003941;-0,017003933270149;0,0353327588383988;0,145451636123733;0,848936227716057
"Peak1";2163,61958808742;0,0147015043391927;0,0343601321101989;0,143842849696618;0,848936227716057
"Atp6v0a1";4833,49861501691;0,0223576289578889;0,036564187402647;0,145378955974841;0,848936227716057
"Ccdc43";196,009215068771;-0,0118629811910033;0,033597467551034;0,144895742547411;0,848936227716057
"D11Wsu47e";284,310629514654;-0,0120686119328112;0,0336686206292274;0,14463239251705;0,848936227716057
"Rslcan18";20,9452803623839;-0,00411557319805026;0,0317415748792913;0,145010168980254;0,848936227716057
"Mrps30";323,389171929854;-0,01037599356344;0,0331304755710066;0,144800160325892;0,848936227716057
"Rock2";3151,55459605258;0,0116335750357223;0,0335407879806938;0,1452363677198;0,848936227716057
"Cers5";661,572717343348;-0,0162225009497271;0,0350898713198588;0,145680652476037;0,848936227716057
